apt_id,apt_name,apt_street,apt_city,apt_state,apt_zip,apt_phone,apt_num_rentals,apt_num_reviews,apt_avg_review,apt_latitude,apt_longtitude,apt_description
n4n1y7p,The Villas of East Cobb Apartments,1049 Powers Ferry Rd,Marietta,GA,30067,844-237-8110,6,24,3.0,33.92495,-84.46898,"'The Villas of East Cobb is a premier apartment community, proud to offer newly renovated interiors, state of the art amenities, and a central location. Here we offer expansive one and two bedroom homes ranging from 800 to 1,600 square feet featuring open concept living, private balconies or patios, large walk in closets and more. With a resort style swimming pool, multi-sport court, pirate ship playground, and a brand new fitness club, The Villas of East Cobb is perfectly suited to meet all of your needs. Schedule your tour today, and discover all of the perks of The Villas of East Cobb Apartments.'"
q9ppv1x,Charleston Court,5450 Glenridge Dr NE,Atlanta,GA,30342,404-920-4053,7,20,4.1,33.90408,-84.37311,"'Newly Modernized! Pristine Courtyard living with Condo finishes! Unique Southern charm awaits you at Charleston Court with newly upgraded interior appointments including granite, stainless steel appliances, marble baths, two-inch wood blinds, wireless intrusion alarms and a full-sized washer and dryer! You must see to believe the quality of our apartment homes!'"
zewq3gy,The Blake,540 Selma St,Savannah,GA,31401,912-999-2295,146,6,4.0,32.07296,-81.10212,"'Discover your new home at The Blake in Savannah, GA. This community is located at 540 Selma St in the Kayton Frazier area of Savannah. From amenities to availability, the professional leasing team is excited to help you find the best floor plan for your lifestyle. Start living the good life at The Blake. Contact us or stop by the leasing office to learn more about our community.'"
gk8n0hz,Clarinbridge,3770 George Busbee Pky,Kennesaw,GA,30144,678-905-8715,16,12,4.9,34.04435,-84.57024,"'PROUDLY SERVING STARBUCKS COFFEE & TAZO TEA IN THE CLUBHOUSE !! BRAND NEW KITCHEN APPLIANCE PACKAGE INCLUDING MICROWAVE AND SIDE BY SIDE REFRIGERATOR WITH ICE MAKER AND WATER ! Enjoy the good life at Clarinbridge Apartments. Our unique floorplans feature garden tubs, private balconies with ceiling fans, and fireplaces in select homes. Our community amenities include a fully equipped business center, picnic pavilion, and Clarinbridge Park with creeks and preserved wetlands. We are convenient to the finest in shopping, dining, and entertainment. Call or stop by to see your new home at Clarinbridge Apartments.'"
kfsskb8,The Meadows at Bloomingdale,702 E Hwy 80,Bloomingdale,GA,31302,912-208-6164,2,nan,nan,32.13032,-81.2924,"'The Meadows at Bloomingdale offers a blend of quality and design. The 702 E. Hwy 80 location in the Pooler Bloomingdale neighborhood of Bloomingdale is a terrific place to live. Let the knowledgeable leasing staff show you everything this community has to offer. Apartments here give you a selection of amenities. Some of these include: a state-of-the-art fitness center, ice makers, and convenient on-site parking options.  Contact us today to schedule a tour and see The Meadows at Bloomingdale.'"
rykhzf1,Silver Creek,1776 Summit Forest Dr,Marietta,GA,30068,678-256-3650,5,6,4.0,33.95722,-84.49877,"'Tucked away in a beautiful nature preserve, Silver Creek Apartments offers everything you come expect in your next home, while being just minutes from dining, shopping, and entertainment. Our convenient location offers easy access to I-75, I-285, and the 120 Loop.'"
sv441k6,Belmont Place Apartments,2825 SE Windy Hill Rd,Marietta,GA,30067,844-822-4289,22,30,4.5,33.90565,-84.47272,"'Just minutes from downtown Atlanta, Belmont Place Apartments is a development that is modeled after a luxury resort and is truly ideal for those who wish to enjoy an upscale and active lifestyle.  Here, the finest amenities, facilities and leisure options have been carefully combined to create a haven of luxury, convenience and comfort.  Six different apartment styles offer everything from fourteen-foot ceilings, rich hardwood floors and custom crown molding to high-speed internet access and private decks and balconies.  To find out how to make Belmont Place your new home, call or visit today!'"
tq93b4c,Kenridge Apartments,3893 Kensington Rd,Decatur,GA,30032,404-381-1857,3,12,4.0,33.76621,-84.23676,"""Kenridge Apartments is apartment living at its best. Let our responsive management team do all they can to make you feel at home. Beautifully landscaped grounds create a wonderful living environment, and Kenridge Apartments offers every amenity you could want, including a swimming pool and sundeck, a tennis court, and a playground. Fine dining, shopping, and entertainment are only a short distance away. Choose from our wide range of models for a residence that complements and enhances your lifestyle. At Kenridge Apartments, you'll find the carefree living you've earned and the luxury you deserve."""
2qreyj9,Promenade at Berkeley,3750 Peachtree Industrial Blvd,Duluth,GA,30096,844-473-5020,12,16,4.0,33.99156,-84.16835,"""Welcome home to Promenade at Berkeley Apartments in Duluth, Georgia. Located close to eateries, shopping, and nearby W.P. Jones Memorial Park and public library. Promenade at Berkeley Apartments are located in a tranquil wooded setting that opens to reveal a beautiful exterior renovation that accents all the best that Promenade at Berkeley Apartments has to offer. Relax in your new one bedroom apartment or two bedroom apartment home, surrounded by features that are sure to please. Breakfast bar, ceramic flooring, gourmet cabinetry, walk-in closets, dishwasher, and a washer and dryer in each home. Select units have vaulted ceilings and wood burning fireplaces. Residents of Promenade at Berkeley Apartments enjoy many fine community amenities such as a salt-water pool, yoga room, soccer field, lighted tennis court, clubhouse with wifi, dog park, playground, social activities for residents, and a professional on-site management team. We know your pets are family and that you love them - we do too! Bring them along, take and tour, and see why Promenade at Berkeley Apartments should be your new home.COVID-19: In light of the Coronavirus concerns we are all faced with, Bridge Property Management's office hours and touring procedures are changing. Please contact the office directly with any questions you may have. Whether you are a resident or a prospective renter, we are confident that we will meet all your needs as a resident and/or facilitate a smooth move-in process for all of you who are looking to join the Bridge community."""
pr2t0gs,Bellamy at Dahlonega Student Housing,3 Bellamy Pl,Dahlonega,GA,30533,877-805-6058,4,nan,nan,34.52812,-83.99508,"""Thanks for visiting Bellamy at Dahlonega Student Housing. The 3 Bellamy Pl location in the 30533 neighborhood of Dahlonega is convenient to everything. From amenities to floor plan options, the leasing team is ready to help you find your perfect home. It's time to love where you live. Stop by for a visit today."""
xw3g8vq,Belmont at Park Bridge Apartments,150 Rockberry Ln,Alpharetta,GA,30005,844-202-7909,3,4,3.8,34.06259,-84.24445,"""Welcome to Belmont at Park Bridge, a luxury apartment community conveniently located in the heart of Alpharetta, Georgia, at the center of North Fulton's prestigious business corridor. Belmont at Park Bridge features professionally detailed one and two bedroom apartment homes, with private patios or balconies, wood-burning fireplaces and gourmet inspired kitchens with gas ranges. Our residents enjoy an amenity-rich environment, including a resort-style pool with sundeck, two lighted tennis courts, two indoor racquetball courts, and a fitness center. Close to shopping, entertainment, and in a desirable school system, Belmont at Park Bridge is the ideal place for you to call home. Contact a member of our friendly leasing team today at 770-664-6502 to arrange your personal tour.Virtual tours available."""
p6cr77r,The Grand Reserve at Canton,165 Reservoir Rd,Canton,GA,30114,844-254-2869,5,3,4.9,34.2621,-84.4859,"""The Grand Reserve at Canton is a brand new luxury community offering a great residential environment with the largest apartments in the area. Our friendly staff is always available to show you all the great amenities we have to offer! Conveniently located right outside of Atlanta, GA. You'll enjoy a quiet, relaxing community with easy access to all of the features the city has to offer."""
9kg7m77,Ardmore & 28th,306 Ardmore Cir NW,Atlanta,GA,30309,844-692-8127,13,3,4.5,33.80338,-84.39818,"""Welcome home to Ardmore and 28th - where luxury meets location!\xa0With a range of options to choose from, Ardmore offers open and spacious one to four bedroom floorplans.\xa0 From a quaint 704 square feet and all the way up to an extra spacious 3,226 square feet and many options in between, Ardmore offers a variety of different floor plans and sizes to suit any need.\xa0 Luxurious finishes include gallery-style kitchens, massive walk-in closets, crown molding, LVT plank flooring, garden-style tubs, and airy and open nine and ten foot ceilings.If location is important to you then Ardmore is your home.\xa0 Off a quiet street but just minutes from Peachtree Street, I-75, I-85 and GA 400, Ardmore is convenient to all of Atlanta's best dining, shopping, entertainment and major employers.\xa0 Ardmore is walkable to Piedmont Atlanta Hospital and immediately accessible to Atlanta's Downtown, Midtown and Buckhead districts where many of Atlanta's 28+ Fortune 1000 companies are headquartered.\xa0 If you are a student or professor, Ardmore is convenient to Emory University, Georgia Tech, Georgia State University and Savannah College of Art and Design.\xa0While offering convenience to Atlanta's best places to work and play, Ardmore residents can choose to stay at home and relax with our resort-style swimming pool, poolside cabana, multiple outdoor grilling stations, 24 hour state-of-the-art fitness center and yoga studio, modern clubhouse with kitchen and private meeting room.\xa0 If you have pets, treat them to our spacious Bark Park and then take them to our spacious pet spa.\xa0 For residents receiving online orders and deliveries, Ardmore offers package lockers and a separate package receiving room.\xa0 And while our residents are at home enjoying our amenities, Ardmore offers garage or covered deck parking, valet trash pickup and extra storage units if needed.\xa0 Did we leave anything out?\xa0 Well, yes, we also offer homes with private balconies, sunrooms and breathtaking city views!After a tough day enjoying all of Ardmore's amenities, just minutes away you can check out The Shops at Buckhead for six city blocks of shopping or head to Atlantic Station for premier shopping, dining, and entertainment. If you’d rather get outside and enjoy nature, we’re close to Ardmore Park, Atlanta Memorial Park, and the beautiful Atlanta Botanical Gardens.\xa0 Ardmore has it all!"""
